,video_id,channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_thumbnail,collection_date,weight,classifs,classif,pick,round,rec_from
0,CV6Nc6j7f2c,MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,1603307431.0,Trump Pressures Barr To Investigate Joe And Hunter Biden | Morning Joe | MSNBC,The president on Tuesday called on Attorney General William Barr to launch an investigation into unverified claims about his challenger Joe Biden and his son ...,,https://i.ytimg.com/vi/CV6Nc6j7f2c/hqdefault.jpg,2020-10-22 12:56:44.137629,-0.5714285714285714,"['PartisanLeft', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Left,False,0,start
1,vfb9FIpobL4,ABC News,UCBi2mrWuNuyYy4gbM6fU18Q,1571179599.0,"Hunter Biden on relationship with his dad, addiction battle l ABC News","Biden told ABC News he is not consumed with being ""the subject of Donald Trump's ire"" because he is ""absolutely enveloped in the love of my family."" Exclusive: ...",,https://i.ytimg.com/vi/vfb9FIpobL4/hqdefault.jpg,2020-10-22 12:56:44.137682,-0.3333333333333333,"['PartisanLeft', 'Mainstream News', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'Mainstream News']",Neutral,False,0,start
2,TkRBSbFtc4Q,CBS Evening News,UCAeWdyKJXGWmVAXFpgLNNTg,1602828187.0,Hunter Biden tabloid story raises disinformation campaign fears,The Trump campaign is accusing Twitter and Facebook of censorship after the social media companies blocked the spread of an unverified story about former ...,,https://i.ytimg.com/vi/TkRBSbFtc4Q/hqdefault.jpg,2020-10-22 12:56:44.137720,-0.2,"['Mainstream News', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'Mainstream News']",Neutral,False,0,start
3,YGvkd6SWVFs,NBC News,UCeY0bbntWzzVIaj2z3QigXg,1603178989.0,Giuliani Linked To Accused Russian Agent While Digging For Dirt On Hunter Biden | NBC News NOW,An unverified report in the New York Post lead to new questions about Joe Biden's son Hunter. President Trump's personal lawyer Rudy Giuliani has been tied ...,,https://i.ytimg.com/vi/YGvkd6SWVFs/hqdefault.jpg,2020-10-22 12:56:44.137754,-0.3333333333333333,"['Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'Mainstream News']",Neutral,False,0,start
4,CI_WpkNn454,The Independent,UCshwRhftzkiov5wKR7M_LsQ,1602907206.0,Trump chuckles as Florida rally crowd calls for Hunter Biden&#39;s imprisonment,"Donald Trump chuckled and smirked as a crowd of supporters in Florida chanted ""lock him up"" after he mentioned Democratic presidential nominee Joe Biden's ...",,https://i.ytimg.com/vi/CI_WpkNn454/hqdefault.jpg,2020-10-22 12:56:44.137788,0.0,['Mainstream News'],Neutral,False,0,start
5,eGYFWNtW2QA,HuffPost,UCZfsrIV68Oegr5bJgAMLBDA,1603250145.0,Intel Officials Say Russia Likely Behind Hunter Biden Smear,More than 50 former intelligence officials who served under presidents from both parties say the recent Hunter Biden smear campaign is likely a Russian ...,,https://i.ytimg.com/vi/eGYFWNtW2QA/hqdefault.jpg,2020-10-22 12:56:44.137822,-1.0,"['PartisanLeft', 'Mainstream News', 'SocialJustice', 'MissingLinkMedia', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'MissingLinkMedia', 'SocialJustice', 'Mainstream News']",Left,False,0,start
6,WAVp57zf5to,Fox News,UCXIJgqnII2ZOINSWNOGFThA,1603260130.0,Sources tell Fox News FBI has possession of Hunter Biden laptop,FBI and DOJ agree Hunter Biden emails were not Russia disinformation; Fox News' Mike Emanuel reports. #FoxNews Subscribe to Fox News!,,https://i.ytimg.com/vi/WAVp57zf5to/hqdefault.jpg,2020-10-22 12:56:44.137862,1.1428571428571428,"['PartisanRight', 'PartisanRight', 'Mainstream News', 'PartisanRight', 'Mainstream News', 'PartisanRight', 'Mainstream News']",Right,True,0,start
7,QQEFxWWPats,CNBC Television,UCrp_UI8XtuYfpiqluWLD7Lw,1598432276.0,Former AG Pam Bondi makes allegations against Joe Biden&#39;s son Hunter Biden,Former Florida Attorney General Pam Bondi makes a number of allegations against Democratic candidate Joe Biden's son. Read more from NBC News here: ...,,https://i.ytimg.com/vi/QQEFxWWPats/hqdefault.jpg,2020-10-22 12:56:44.137917,-0.2,"['Mainstream News', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'Mainstream News']",Neutral,False,0,start
8,obqJ9yhqFos,MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,1602989828.0,Hunter Biden NY Post Story linked To Giuliani &amp; Ex-Hannity Staffer | MSNBC,"The Hunter Biden New York Post stories causing controversy are linked to Rudy Giuliani, co-reported on by an ex-Hannity staffer, have many holes, and provide ...",,https://i.ytimg.com/vi/obqJ9yhqFos/hqdefault.jpg,2020-10-22 12:56:44.137966,-0.5714285714285714,"['PartisanLeft', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Left,False,0,start
9,rmJGzUo_S98,CNN,UCupvZG-5ko_eiXAupbDfxWw,1570573214.0,Is Hunter Biden a problem for Joe Biden?,"President Donald Trump's desire for foreign governments to investigate former Vice President Joe Biden and his son, Hunter, has become the basis of the ...",,https://i.ytimg.com/vi/rmJGzUo_S98/hqdefault.jpg,2020-10-22 12:56:44.138010,0.375,"['Mainstream News', 'PartisanLeft', 'Conspiracy', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Neutral,False,0,start
