video_id,channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_thumbnail,collection_date,bias,weight,classifs,classif,pick,round,rec_from,topic_n,topic
ajavsMbCapY,Vox,UCLXo7UDZvByw2ixzpQCufnA,1604170801.0,"The Electoral College, explained","Why some Americans' votes count more than others. Watch more of our election coverage: http://vox.com/ElectionVideos In the 2000 US presidential election, ...",,https://i.ytimg.com/vi/ajavsMbCapY/hqdefault.jpg,2020-11-02 18:56:24.970043,Left,-1.3333333333333333,"['PartisanLeft', 'SocialJustice', 'MissingLinkMedia', 'Mainstream News', 'PartisanLeft', 'MissingLinkMedia', 'SocialJustice', 'Mainstream News', 'PartisanLeft', 'SocialJustice', 'MissingLinkMedia', 'Mainstream News']",Left,True,0,start,0,Electoral College
WlYyC5-xv_A,CNBC,UCvJJ_dzjViJCoLf5uKUTwoA,1580684406.0,Why The Electoral College Exists,"Around 138 million people voted in the 2016 election, but 306 people officially elected the president by using their electoral college votes. Here's why the ...",,https://i.ytimg.com/vi/WlYyC5-xv_A/hqdefault.jpg,2020-11-02 18:56:24.970082,Left,-0.2,"['Mainstream News', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'Mainstream News']",Neutral,False,0,start,0,Electoral College
-74iHBJy4xU,CNN,UCupvZG-5ko_eiXAupbDfxWw,1603065778.0,Then and now: See Electoral College projection 16 days before election,"With Joe Biden holding his lead over President Trump in most battleground state polls, CNN's John King breaks down the latest Electoral College projections ...",,https://i.ytimg.com/vi/-74iHBJy4xU/hqdefault.jpg,2020-11-02 18:56:24.970115,Left,0.0,"['Mainstream News', 'PartisanLeft', 'Conspiracy', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Neutral,False,0,start,0,Electoral College
XOvN1tC9VrM,Harvard Kennedy School,UCI-ouQQAQteW8IQd7dZVVzw,1599773373.0,This is why we still have the Electoral College,"The Electoral College is the system by which Americans elect their president every four years. When American voters go to the polls for a presidential election, ...",,https://i.ytimg.com/vi/XOvN1tC9VrM/hqdefault.jpg,2020-11-02 18:56:24.970145,Left,0.0,['None'],Neutral,False,0,start,0,Electoral College
J7NiyN9uSsU,CBS News,UC8p1vwvWtl6T73JiExfWs1g,1604098006.0,What happens if presidential race is tied in Electoral College?,The CBS News Battleground Tracker shows a tight presidential race in some key states. What happens if there's a tie in the Electoral College? Ben Sheehan ...,,https://i.ytimg.com/vi/J7NiyN9uSsU/hqdefault.jpg,2020-11-02 18:56:24.970173,Left,-0.2,"['Mainstream News', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'Mainstream News']",Neutral,False,0,start,0,Electoral College
LGImf3Ur6sc,NPR,UCJnS2EsPfv46u1JR8cnD0NA,1604253605.0,Why Do We Still Have The Electoral College? | Throughline | NPR,"What is it, why do we have it, and why hasn't it changed? Born from a rushed, fraught, imperfect process, the origins and evolution of the Electoral College might ...",,https://i.ytimg.com/vi/LGImf3Ur6sc/hqdefault.jpg,2020-11-02 18:56:24.970207,Left,-0.6666666666666666,"['PartisanLeft', 'Mainstream News', 'SocialJustice', 'Educational', 'Educational', 'StateFunded']",Left,False,0,start,0,Electoral College
wmqea63ICCk,ABC News,UCBi2mrWuNuyYy4gbM6fU18Q,1604082509.0,Why don’t the Electoral College and popular vote always match up? l ABC News,Four times the winner of the national popular vote lost the presidency – most recently in 2016 when Hillary Clinton won the popular vote – and it could happen in ...,,https://i.ytimg.com/vi/wmqea63ICCk/hqdefault.jpg,2020-11-02 18:56:24.970235,Left,-0.3333333333333333,"['PartisanLeft', 'Mainstream News', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'Mainstream News']",Neutral,False,0,start,0,Electoral College
avOmiddPZz4,Sky News Australia,UCO0akufu9MOzyz3nvGIXAAw,1603984631.0,Donald Trump will get ‘over 300 electoral college votes’,"President Donald Trump will benefit from a surge in voter turnout amongst his supporters and win the election with over 300 electoral college votes, according to ...",,https://i.ytimg.com/vi/avOmiddPZz4/hqdefault.jpg,2020-11-02 18:56:24.970262,Left,1.3333333333333333,"['PartisanRight', 'Mainstream News', 'PartisanRight']",Right,False,0,start,0,Electoral College
kM3H2URm6A0,9 News Australia,UCIYLOcEUX6TbBo7HQVF2PKA,1603259314.0,Latest Electoral College projection has Trump trailing Biden | 9 News Australia,CNN's chief national correspondent John King explains the current state of play as Donald Trump and Joe Biden head toward the 2020 US election. Subscribe: ...,,https://i.ytimg.com/vi/kM3H2URm6A0/hqdefault.jpg,2020-11-02 18:56:24.970290,Left,0.0,['None'],Neutral,False,0,start,0,Electoral College
s6HFdSCDq48,Mr. Beat,UCmYesELO6axBrCuSpf7S9DQ,1544214605.0,Why the Electoral College is Terrible,Mr. Beat explains how the Electoral College is the worst way to elect the President and Vice President in the United States. #electoralcollege #uspolitics #apgov ...,,https://i.ytimg.com/vi/s6HFdSCDq48/hqdefault.jpg,2020-11-02 18:56:24.970318,Left,0.0,['None'],Neutral,False,0,start,0,Electoral College
WlYyC5-xv_A,CNBC,UCvJJ_dzjViJCoLf5uKUTwoA,1580640974.0,Why The Electoral College Exists,"Around 138 million people voted in the 2016 election, but 306 people officially elected the president by using their electoral college votes. Here’s why the Electoral College exists.

The Supreme Court will decide whether Electoral College voters have a constitutional right to cast ballots for candidates who didn’t win their state’s popular vote, the justices announced in an order on Friday.

The justices said they will hear two cases brought by Electoral College voters in Washington state and Colorado who refused to vote for Hillary Clinton in 2016 despite her wins in those states.

Like most states, Washington and Colorado require their electors to follow the will of their states’ voters. But those laws are now being challenged by Electoral College voters who argue that such laws are unconstitutional.

A decision in the matter is expected by the end of June, ahead of the U.S. presidential election in November. The cases are the latest in a string of high-profile disputes the top court is expected to resolve in a contentious election year.

Historically, the faithfulness of Electoral College voters has largely been a formality. In 2016, 10 out of the total 538 electors attempted to cast ballots out of line with their state’s popular vote. But attorneys on both sides of the issue urged the top court to resolve the constitutional question before a crisis emerges.

» Subscribe to CNBC: https://cnb.cx/SubscribeCNBC
» Subscribe to CNBC TV: https://cnb.cx/SubscribeCNBCtelevision
» Subscribe to CNBC Classic: https://cnb.cx/SubscribeCNBCclassic

About CNBC: From 'Wall Street' to 'Main Street' to award winning original documentaries and Reality TV series, CNBC has you covered. Experience special sneak peeks of your favorite shows, exclusive video and more.

Connect with CNBC News Online
Get the latest news: https://www.cnbc.com/
Follow CNBC on LinkedIn: https://cnb.cx/LinkedInCNBC
Follow CNBC News on Facebook: https://cnb.cx/LikeCNBC
Follow CNBC News on Twitter: https://cnb.cx/FollowCNBC
Follow CNBC News on Instagram: https://cnb.cx/InstagramCNBC

#CNBC

Why The Electoral College Exists",,https://i.ytimg.com/vi/WlYyC5-xv_A/hqdefault.jpg,2020-11-02 18:56:25.503549,Left,-0.2,"['Mainstream News', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'Mainstream News']",Neutral,False,1,ajavsMbCapY,0,Electoral College
W9H3gvnN468,TED-Ed,UCsooa4yRKGN_zEE8iknghZA,1351655893.0,Does your vote count? The Electoral College explained - Christina Greer,"View full lesson: http://ed.ted.com/lessons/does-your-vote-count-the-electoral-college-explained-christina-greer

You vote, but then what? Discover how your individual vote contributes to the popular vote and your state's electoral vote in different ways--and see how votes are counted on both state and national levels.

Lesson by Christina Greer, animation by Marked Animation.",,https://i.ytimg.com/vi/W9H3gvnN468/hqdefault.jpg,2020-11-02 18:56:25.503594,Left,0.0,['None'],Neutral,False,1,ajavsMbCapY,0,Electoral College
wCcyhn4RDVk,The Economist,UC0p5jTq6Xx_DosDFxVXnWaQ,1604120717.0,Election 2020: What has President Trump done to America? | The Economist,"In the 2020 election, President Donald Trump will be judged on his handling of the covid-19 pandemic. But what else will be his legacy if he loses?

Further content:

Find The Economist’s coverage of the US elections: https://econ.st/3mwsMa4 

Sign up to The Economist’s weekly “Checks and Balance” newsletter on American politics: https://econ.st/3l5C4dl 

See The Economist’s 2020 presidential election forecast: https://econ.st/35JCkI2 

Listen to our podcast “Checks and Balance” on American politics: https://econ.st/2EmBIOU  

Why we’re supporting Joe Biden in the 2020 election: https://econ.st/2HOFKRq 

If Donald Trump were to win re-election, how would he do it? https://econ.st/3muDKNl 

Read our briefing on President Trump’s record on domestic policy: https://econ.st/3kIUrUK 

Why President Trump’s efforts to sow distrust this election may be backfiring: https://econ.st/35FkWEh 

President Trump’s record on corruption and conflicts-of-interest: https://econ.st/34FbBNn 

Why President Trump’s criticisms of the world order had some merit: https://econ.st/3mFB13T 

Read about why America’s economy is beating forecasts: https://econ.st/3msgorN 

What impact would Joe Biden have on America’s economy? https://econ.st/3myek1A 

Would a Biden administration be softer on China than Trump was? https://econ.st/37P2mfR",,https://i.ytimg.com/vi/wCcyhn4RDVk/hqdefault.jpg,2020-11-02 18:56:25.503666,Left,0.0,['None'],Neutral,False,1,ajavsMbCapY,0,Electoral College
q_5Sy8sFsyk,CNN,UCupvZG-5ko_eiXAupbDfxWw,1604354956.0,Six states that could swing the 2020 presidential election,"President Trump won all six of these states in 2016, he'll need them again if he hopes to win a second term in the White House. CNN's John King gives his take on the road to 270.

#2020election #johnking #CNN",,https://i.ytimg.com/vi/q_5Sy8sFsyk/hqdefault.jpg,2020-11-02 18:56:25.503800,Left,0.0,"['Mainstream News', 'PartisanLeft', 'Conspiracy', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Neutral,False,1,ajavsMbCapY,0,Electoral College
F07yTI0J3Qk,Vox,UCLXo7UDZvByw2ixzpQCufnA,1604124744.0,Millions of Americans can't pay rent | 2020 Election,"The pandemic turned America’s housing crisis into an eviction crisis.

Watch more 2020 US election coverage at http://vox.com/ElectionVideos

Long before the COVID-19 pandemic hit, low-wage workers in the United States were already struggling to pay their rent, and were being evicted at rates much higher than in other similar countries. In the US, one in 40 renters has been evicted ー compared to one in 89 in the UK, one in 227 in Denmark, and one in 25,000 in France. 

Since the pandemic took millions of US jobs in March and April, most workers who make more than $20 an hour have been able to keep working, or have returned to work. But low wage workers — the people most likely to be renters instead of homeowners — are also the least likely to have gotten their jobs back. Now, seven months into the pandemic, millions aren't working, and many of them are facing homelessness.

In this video we ask what other governments around the world have done to keep people in their homes, what the US has done, what it could do, and if the 2020 election could change any of it.

This is the ninth in our series of 2020 election explainers, all based on viewer suggestions. Watch the others, which cover the stakes of the election on:
1)  Climate change:  https://www.youtube.com/watch?v=QfAXbGInwno
2)  Voting rights:  https://www.youtube.com/watch?v=al3qY8ZMHEc
3)  Reproductive  health: https://www.youtube.com/watch?v=Bzuk13Ftxgo
4)  Public schools:  https://www.youtube.com/watch?v=lFJ37ri-Saw
5)  Police reform:  https://www.youtube.com/watch?v=SHePglP28CM
6)  America’s role in the world:  https://www.youtube.com/watch?v=S5LrQv496Iw
7)  Transportation:  https://www.youtube.com/watch?v=-ZDZtBRTyeI
8)  LGBTQ rights:  https://www.youtube.com/watch?v=xRnpUptf7E0
9) The eviction crisis:  https://www.youtube.com/watch?v=F07yTI0J3Qk

Further reading:

Debt, eviction and hunger: Millions fall back into crisis as stimulus and safety nets vanish (Washington Post): https://www.washingtonpost.com/business/2020/08/23/economy-federal-benefits-low-wage-workers/

Hundreds of evictions in Fayette County set to resume despite pandemic, mass confusion (Lexington Herald-Leader): https://www.kentucky.com/news/local/counties/fayette-county/article245084480.html

With 1 Million Illinois Residents Facing Eviction, Tenants Rights Group Calls For Rent, Mortgage Relief (Block Club Chicago): https://blockclubchicago.org/2020/08/18/with-1-million-illinois-residents-facing-eviction-tenants-rights-group-calls-for-rent-mortgage-relief/

The Economic Impacts of COVID-19: Evidence from a New Public Database Built from Private Sector Data"", by Raj Chetty, John Friedman, Nathaniel Hendren, Michael Stepner, and the Opportunity Insights Team. September 2020. https://opportunityinsights.org/wp-content/uploads/2020/05/tracker_paper.pdf

Subscribe to our channel! http://goo.gl/0bsAjO

Vox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com.

Watch our full video catalog: http://goo.gl/IZONyE
Follow Vox on Facebook: http://goo.gl/U2g06o
Or Twitter: http://goo.gl/XFrZ5H",,https://i.ytimg.com/vi/F07yTI0J3Qk/hqdefault.jpg,2020-11-02 18:56:25.503851,Left,-1.3333333333333333,"['PartisanLeft', 'SocialJustice', 'MissingLinkMedia', 'Mainstream News', 'PartisanLeft', 'MissingLinkMedia', 'SocialJustice', 'Mainstream News', 'PartisanLeft', 'SocialJustice', 'MissingLinkMedia', 'Mainstream News']",Left,True,1,ajavsMbCapY,0,Electoral College
